trial,block,stimId,category,response,accuracy,rt,condition,id,phase
0,0,A50,Alpha,Alpha,True,2651,3,12189,testPhase
1,0,B950, Beta,Gamma,False,11774,3,12189,testPhase
2,0,B750,Beta,Beta,True,1544,3,12189,testPhase
3,0,T500,test,Beta,False,1023,3,12189,testPhase
4,0,A150,Alpha,Alpha,True,1176,3,12189,testPhase
5,0,C1150,Gamma,Gamma,True,1291,3,12189,testPhase
6,0,C1250,Gamma,Gamma,True,1066,3,12189,testPhase
7,0,C1350,Gamma,Gamma,True,913,3,12189,testPhase
8,0,B850,Beta,Gamma,False,32373,3,12189,testPhase
9,0,A350,Alpha,Beta,False,1676,3,12189,testPhase
10,0,C1450,Gamma,Gamma,True,1024,3,12189,testPhase
11,0,C1050,Gamma,Gamma,True,3219,3,12189,testPhase
12,0,B650,Beta,Beta,True,1430,3,12189,testPhase
13,0,T1000,test,Gamma,False,3195,3,12189,testPhase
14,0,A250,Alpha,Alpha,True,2900,3,12189,testPhase
15,0,A450,Alpha,Beta,False,2287,3,12189,testPhase
16,0,B550,Beta,Beta,True,1610,3,12189,testPhase
0,0,B650,Beta,Beta,True,1845,3,12201,testPhase
1,0,B750,Beta,Beta,True,1214,3,12201,testPhase
2,0,B850,Beta,Beta,True,1692,3,12201,testPhase
3,0,A50,Alpha,Alpha,True,814,3,12201,testPhase
4,0,C1250,Gamma,Gamma,True,1259,3,12201,testPhase
5,0,B550,Beta,Beta,True,694,3,12201,testPhase
6,0,A150,Alpha,Alpha,True,738,3,12201,testPhase
7,0,A250,Alpha,Alpha,True,788,3,12201,testPhase
8,0,C1150,Gamma,Gamma,True,1387,3,12201,testPhase
9,0,T1000,test,Gamma,False,1789,3,12201,testPhase
10,0,T500,test,Beta,False,684,3,12201,testPhase
11,0,B950, Beta,Beta,False,897,3,12201,testPhase
12,0,A450,Alpha,Beta,False,974,3,12201,testPhase
13,0,C1050,Gamma,Gamma,True,4230,3,12201,testPhase
14,0,C1350,Gamma,Gamma,True,887,3,12201,testPhase
15,0,A350,Alpha,Alpha,True,2728,3,12201,testPhase
16,0,C1450,Gamma,Gamma,True,1294,3,12201,testPhase
0,0,B650,Beta,Beta,True,3461,3,12135,testPhase
1,0,C1350,Gamma,Gamma,True,982,3,12135,testPhase
2,0,T1000,test,Gamma,False,2718,3,12135,testPhase
3,0,A250,Alpha,Alpha,True,1033,3,12135,testPhase
4,0,B950, Beta,Gamma,False,2774,3,12135,testPhase
5,0,C1450,Gamma,Gamma,True,1132,3,12135,testPhase
6,0,A450,Alpha,Alpha,True,4070,3,12135,testPhase
7,0,T500,test,Beta,False,2206,3,12135,testPhase
8,0,C1250,Gamma,Gamma,True,1150,3,12135,testPhase
9,0,A50,Alpha,Alpha,True,1028,3,12135,testPhase
10,0,C1050,Gamma,Gamma,True,1182,3,12135,testPhase
11,0,B850,Beta,Beta,True,3973,3,12135,testPhase
12,0,C1150,Gamma,Gamma,True,854,3,12135,testPhase
13,0,B750,Beta,Beta,True,2574,3,12135,testPhase
14,0,B550,Beta,Beta,True,2413,3,12135,testPhase
15,0,A350,Alpha,Alpha,True,953,3,12135,testPhase
16,0,A150,Alpha,Alpha,True,941,3,12135,testPhase
0,0,B750,Beta,Beta,True,3087,3,12274,testPhase
1,0,B650,Beta,Beta,True,1693,3,12274,testPhase
2,0,C1250,Gamma,Gamma,True,927,3,12274,testPhase
3,0,B850,Beta,Gamma,False,4084,3,12274,testPhase
4,0,B550,Beta,Beta,True,893,3,12274,testPhase
5,0,T500,test,Beta,False,2924,3,12274,testPhase
6,0,C1450,Gamma,Gamma,True,974,3,12274,testPhase
7,0,C1150,Gamma,Gamma,True,1894,3,12274,testPhase
8,0,A250,Alpha,Alpha,True,824,3,12274,testPhase
9,0,A150,Alpha,Alpha,True,911,3,12274,testPhase
10,0,C1350,Gamma,Gamma,True,761,3,12274,testPhase
11,0,B950, Beta,Gamma,False,2925,3,12274,testPhase
12,0,A350,Alpha,Beta,False,1493,3,12274,testPhase
13,0,A450,Alpha,Beta,False,941,3,12274,testPhase
14,0,A50,Alpha,Alpha,True,977,3,12274,testPhase
15,0,C1050,Gamma,Gamma,True,2116,3,12274,testPhase
16,0,T1000,test,Gamma,False,1054,3,12274,testPhase
0,0,A250,Alpha,Alpha,True,4916,3,12316,testPhase
1,0,B550,Beta,Beta,True,3263,3,12316,testPhase
2,0,B750,Beta,Beta,True,1156,3,12316,testPhase
3,0,C1350,Gamma,Gamma,True,1094,3,12316,testPhase
4,0,A350,Alpha,Alpha,True,2174,3,12316,testPhase
5,0,A150,Alpha,Alpha,True,1246,3,12316,testPhase
6,0,C1450,Gamma,Gamma,True,1173,3,12316,testPhase
7,0,T1000,test,Gamma,False,2445,3,12316,testPhase
8,0,B650,Beta,Beta,True,1173,3,12316,testPhase
9,0,C1150,Gamma,Gamma,True,1232,3,12316,testPhase
10,0,B850,Beta,Beta,True,1463,3,12316,testPhase
11,0,C1250,Gamma,Gamma,True,989,3,12316,testPhase
12,0,C1050,Gamma,Gamma,True,6022,3,12316,testPhase
13,0,B950, Beta,Beta,False,2605,3,12316,testPhase
14,0,A50,Alpha,Alpha,True,2131,3,12316,testPhase
15,0,A450,Alpha,Beta,False,1325,3,12316,testPhase
16,0,T500,test,Beta,False,2541,3,12316,testPhase
0,0,B950, Beta,Gamma,False,2352,3,12322,testPhase
1,0,A250,Alpha,Alpha,True,1321,3,12322,testPhase
2,0,A450,Alpha,Beta,False,2582,3,12322,testPhase
3,0,B750,Beta,Gamma,False,2662,3,12322,testPhase
4,0,B550,Beta,Beta,True,1893,3,12322,testPhase
5,0,A50,Alpha,Alpha,True,860,3,12322,testPhase
6,0,A150,Alpha,Alpha,True,1805,3,12322,testPhase
7,0,T1000,test,Gamma,False,3294,3,12322,testPhase
8,0,A350,Alpha,Beta,False,15645,3,12322,testPhase
9,0,C1350,Gamma,Gamma,True,977,3,12322,testPhase
10,0,C1150,Gamma,Gamma,True,1085,3,12322,testPhase
11,0,B850,Beta,Beta,True,6790,3,12322,testPhase
12,0,C1250,Gamma,Gamma,True,913,3,12322,testPhase
13,0,C1450,Gamma,Gamma,True,903,3,12322,testPhase
14,0,T500,test,Beta,False,1570,3,12322,testPhase
15,0,C1050,Gamma,Gamma,True,880,3,12322,testPhase
16,0,B650,Beta,Beta,True,1335,3,12322,testPhase
